#zs, m1, m2, SNR 
8.118 11.176 9.642 3.983
7.248 7.297 5.313 6.446
2.373 12.531 9.807 10.388
13.214 5.832 5.066 4.295
2.994 8.291 5.619 6.055
2.994 31.905 29.671 23.482
2.460 5.796 5.657 10.065
0.516 6.344 6.058 20.482
3.270 12.233 6.269 13.440
7.248 12.849 11.443 6.183
2.214 8.830 8.139 18.287
4.792 12.926 5.691 9.832
8.118 6.454 5.467 5.046
2.214 5.842 5.737 6.719
5.999 8.323 5.636 8.170
4.231 5.970 5.687 6.013
2.373 14.011 8.953 14.002
2.072 20.393 13.096 6.404
3.599 6.257 6.093 3.231
9.259 9.643 7.978 6.788
8.118 5.230 5.139 3.153
4.231 8.646 7.917 11.830
8.118 7.819 5.654 5.717
1.340 5.309 5.011 2.394
2.141 6.795 5.970 23.739
2.291 10.291 9.945 30.711
17.296 20.455 5.708 8.301
3.270 5.513 5.254 3.001
1.376 8.822 5.742 3.517
10.840 29.696 15.036 15.319
13.214 7.279 6.410 2.596
2.072 10.629 9.583 20.945
3.427 8.636 5.824 9.058
5.134 9.978 9.227 4.326
3.997 14.831 7.708 11.603
4.792 10.243 5.702 0.464
8.118 9.542 5.513 5.828
3.599 12.664 6.223 8.479
2.994 14.125 10.222 12.419
4.231 6.017 5.253 7.137
5.999 9.486 6.510 2.093
5.134 6.967 6.668 6.414
8.118 24.886 7.688 12.637
4.792 8.982 8.366 7.260
2.460 28.609 5.880 5.632
2.994 52.715 46.295 17.539
3.427 6.408 5.528 5.024
2.291 13.604 11.632 22.662
4.792 10.716 7.329 17.807
5.531 7.411 7.256 3.256
3.127 11.880 11.219 2.980
4.231 24.144 8.699 10.824
4.792 11.120 10.842 2.417
5.999 8.512 6.695 4.712
3.788 6.515 5.987 9.597
13.214 10.869 9.763 6.512
1.827 5.175 5.043 17.617
2.758 6.081 5.495 1.277
2.553 10.965 7.173 1.995
3.427 5.821 5.321 3.071
2.652 6.788 5.089 9.395
4.792 5.821 5.354 6.665
3.270 15.601 12.283 22.164
5.134 8.962 6.335 9.214
2.994 5.391 5.069 6.428
4.231 5.361 5.334 4.913
5.531 9.728 6.032 7.207
4.231 16.513 7.307 8.886
2.214 9.291 8.235 18.503
4.792 8.400 7.715 1.718
3.270 6.824 6.058 8.849
7.248 7.458 5.116 7.727
1.535 13.203 12.016 25.446
7.248 27.999 18.057 9.328
6.560 8.071 6.660 1.482
5.531 5.931 5.325 7.854
5.999 36.788 11.193 31.008
1.414 10.166 5.403 22.660
9.259 6.036 5.107 5.192
2.553 23.481 13.072 16.071
4.792 5.559 5.498 8.553
2.072 7.102 6.101 12.990
4.494 9.579 6.502 4.658
2.006 7.411 6.330 12.620
9.259 6.747 5.185 2.100
5.999 8.719 8.224 1.243
3.127 11.305 7.990 16.120
1.376 17.706 6.475 1.660
7.248 5.773 5.403 1.500
2.872 6.228 5.180 4.042
3.788 11.466 5.683 1.845
13.214 14.905 13.276 3.452
3.427 9.413 5.262 4.894
5.134 6.131 5.740 10.592
6.560 5.260 5.221 3.006
6.560 5.085 5.084 2.289
9.259 7.005 6.668 3.926
5.999 5.365 5.060 11.598
10.840 6.919 5.603 3.537
5.999 8.434 6.210 3.305
2.006 56.319 55.368 89.559
2.072 8.640 6.919 17.179
4.494 9.173 6.945 3.501
3.427 6.144 5.381 10.991
2.214 13.033 10.055 9.705
5.531 7.504 7.450 6.673
2.758 8.786 6.841 11.192
2.758 10.433 9.786 25.983
3.788 5.373 5.247 4.146
7.248 7.423 5.592 2.076
2.373 7.840 6.600 6.208
5.134 15.110 11.090 17.740
7.248 10.387 6.837 1.196
6.560 8.222 8.127 9.193
7.248 5.010 5.001 1.740
3.427 5.951 5.162 9.527
13.214 33.748 14.912 22.886
8.118 5.377 5.137 3.852
2.872 38.794 13.286 14.123
9.259 12.824 11.428 1.735
17.296 14.732 7.509 7.998
3.997 9.846 7.513 9.094
5.999 6.159 5.404 1.043
3.997 16.220 10.397 12.979
7.248 10.095 9.681 7.957
8.118 8.495 7.078 3.518
8.118 7.646 5.950 2.715
8.118 5.171 5.109 1.706
2.994 7.774 7.231 4.327
8.118 8.427 8.246 5.133
9.259 7.494 7.342 3.738
1.535 7.507 6.457 2.843
3.788 8.383 7.095 7.227
9.259 5.784 5.736 4.856
3.997 9.727 8.907 5.803
2.994 6.682 5.652 7.681
3.599 78.849 67.391 32.782
1.271 7.124 6.641 16.746
3.997 5.864 5.037 8.268
2.652 13.670 12.207 14.818
1.722 5.482 5.429 1.744
3.997 5.223 5.055 1.831
5.999 7.728 5.069 3.930
1.884 6.532 6.198 8.276
3.997 24.507 19.988 17.419
1.340 23.998 21.687 8.828
3.788 7.447 6.917 8.522
1.535 6.352 5.720 25.360
3.599 5.625 5.020 4.211
4.494 10.024 8.133 9.452
5.999 76.393 67.916 59.973
2.072 6.699 5.459 9.448
4.494 7.716 5.284 3.183
7.248 12.960 8.628 5.575
2.758 9.310 7.769 10.026
13.214 34.860 19.804 2.150
8.118 5.021 5.013 3.364
5.999 7.588 5.965 4.303
5.531 5.961 5.001 7.439
2.994 17.301 11.194 17.997
17.296 7.166 7.039 2.419
2.141 8.223 7.448 4.615
5.999 9.434 6.879 3.389
2.141 5.503 5.205 8.680
5.531 5.985 5.077 5.548
3.997 7.407 5.938 8.452
4.231 22.638 18.661 19.252
5.134 8.998 8.905 10.527
8.118 14.154 9.038 5.826
0.727 9.256 7.176 41.286
3.599 7.824 5.309 0.978
3.997 6.163 5.973 7.166
1.773 5.339 5.107 14.804
1.827 6.784 6.538 9.369
4.231 12.286 9.728 6.535
4.792 29.311 21.330 20.487
5.134 7.898 5.496 6.644
17.296 31.535 29.521 16.182
5.134 33.889 6.377 8.089
3.427 5.180 5.066 3.039
2.553 17.510 11.919 6.054
5.999 10.109 8.382 7.530
4.231 5.194 5.155 1.118
0.673 6.457 6.194 27.603
5.134 9.191 5.205 6.277
3.127 6.827 6.351 3.414
1.884 7.854 5.949 6.686
6.560 17.236 13.438 22.886
3.599 7.062 5.920 9.170
10.840 12.124 6.290 13.481
8.118 20.699 12.397 5.863
4.231 5.788 5.750 5.932
1.579 7.594 5.777 24.918
0.846 5.531 5.174 12.113
2.460 18.211 11.134 13.265
9.259 5.544 5.469 2.777
2.994 11.252 8.539 11.944
2.373 8.059 6.650 10.443
4.231 5.689 5.148 7.387
13.214 6.507 5.504 7.543
3.997 15.337 9.968 16.607
1.884 12.408 8.407 4.129
4.792 6.000 5.234 4.080
1.535 68.949 44.096 82.352
1.827 5.114 5.105 8.764
5.531 7.005 6.009 3.950
3.270 9.936 6.609 1.722
4.494 8.932 6.364 10.179
2.373 8.612 5.354 11.505
2.872 5.222 5.051 5.204
4.494 8.945 7.332 4.283
6.560 13.490 6.451 5.167
5.999 17.975 8.126 9.758
7.248 6.543 6.491 6.834
6.560 16.354 5.465 6.667
3.788 6.946 6.749 15.681
2.291 33.900 15.879 9.670
4.231 6.898 5.412 4.664
5.999 20.680 8.454 10.149
8.118 7.026 6.994 1.420
2.214 5.280 5.030 7.266
2.141 6.509 5.126 13.999
9.259 23.215 21.910 12.297
5.531 5.841 5.798 2.467
13.214 7.026 5.632 3.420
9.259 6.212 5.249 2.556
1.944 8.627 8.579 16.222
4.494 12.213 7.427 7.995
10.840 14.137 10.693 4.466
7.248 13.151 9.931 5.585
6.560 7.904 6.055 4.965
1.340 10.840 10.785 9.996
2.291 12.914 11.227 6.057
9.259 8.868 6.781 1.392
7.248 5.259 5.182 0.772
4.792 11.609 8.792 6.269
2.214 5.291 5.018 5.574
8.118 12.419 6.777 6.076
5.999 7.531 7.527 4.478
3.599 9.521 6.846 4.001
5.999 6.354 5.748 5.196
7.248 19.029 7.775 9.230
6.560 6.380 5.048 7.488
2.652 25.001 12.992 8.603
6.560 45.192 6.554 10.052
4.231 6.804 5.176 3.374
2.072 8.007 5.236 20.705
5.999 8.485 8.296 7.505
1.884 32.481 13.654 33.937
2.214 8.407 7.196 6.284
2.994 7.553 6.950 3.506
10.840 5.129 5.038 6.475
3.270 16.178 15.493 8.701
4.792 8.183 7.587 3.463
1.579 27.938 15.999 42.412
6.560 5.995 5.590 3.190
4.231 8.252 8.235 9.067
2.758 7.146 5.524 6.716
1.944 15.964 11.631 51.097
2.141 6.176 5.788 15.197
3.127 6.435 5.759 7.706
5.999 20.153 9.541 10.812
3.127 9.772 6.840 13.228
7.248 6.365 6.308 4.318
2.553 8.974 7.332 2.162
13.214 7.979 5.187 2.173
0.959 9.102 5.258 24.347
5.999 5.664 5.461 2.621
7.248 6.338 5.040 5.451
8.118 7.722 7.054 11.863
17.296 12.666 8.840 9.969
17.296 14.454 11.695 2.992
5.999 5.477 5.040 7.387
9.259 7.837 7.341 7.252
1.722 9.147 6.698 11.579
4.231 13.190 6.369 7.600
17.296 11.712 9.241 3.592
3.127 20.563 10.059 3.739
9.259 14.212 10.936 10.623
3.997 6.507 5.051 6.361
8.118 9.702 6.181 6.972
9.259 6.201 5.258 4.795
2.072 13.434 13.335 21.392
8.118 11.260 7.311 8.640
8.118 5.424 5.379 2.951
5.531 18.493 16.036 9.153
3.788 14.798 13.777 8.286
7.248 10.595 9.953 6.811
8.118 6.586 5.330 2.333
6.560 10.628 7.275 15.914
3.997 18.493 16.648 2.147
8.118 7.180 5.676 5.465
2.373 5.164 5.158 7.445
1.884 9.629 8.700 10.753
5.134 9.132 6.766 12.133
7.248 25.339 22.835 24.896
2.553 20.969 18.861 41.038
9.259 6.004 5.617 1.525
0.326 28.483 18.082 114.916
1.625 7.862 5.842 10.759
5.531 14.200 11.727 15.094
7.248 6.470 5.221 1.651
4.792 24.683 22.092 12.558
1.414 5.903 5.494 13.013
1.535 25.138 17.339 35.418
4.792 11.236 6.208 10.071
8.118 35.953 31.728 30.725
2.994 8.127 5.688 8.667
4.494 7.416 6.439 4.626
4.792 5.681 5.081 13.711
5.999 6.405 6.335 1.869
4.792 7.313 5.156 5.929
13.214 29.129 11.606 15.261
3.788 12.206 8.971 11.588
4.494 37.401 18.807 33.180
3.788 5.717 5.153 6.996
7.248 30.635 17.769 38.862
10.840 14.478 8.733 9.271
2.373 6.231 5.175 8.514
1.773 5.045 5.026 9.427
8.118 7.743 6.535 6.777
9.259 10.239 6.754 8.356
6.560 7.727 7.004 4.557
3.599 6.083 6.029 4.418
6.560 12.784 11.145 8.106
3.127 5.216 5.026 5.460
1.773 9.838 7.305 31.308
6.560 17.841 8.427 10.634
9.259 5.432 5.396 0.293
9.259 5.195 5.131 4.747
1.884 17.653 6.134 30.596
5.134 7.270 6.091 9.132
7.248 12.978 9.200 17.598
1.535 7.585 6.912 12.417
3.427 5.566 5.393 4.912
3.599 5.475 5.043 6.526
4.792 5.353 5.289 2.017
13.214 5.205 5.074 2.718
4.494 9.613 6.182 2.112
6.560 18.664 15.209 20.794
13.214 7.409 7.192 2.764
8.118 7.402 5.294 9.955
2.872 5.745 5.510 3.208
4.494 8.219 5.676 9.414
6.560 5.419 5.214 5.187
6.560 7.365 5.584 3.167
10.840 5.656 5.088 2.220
5.999 7.744 6.744 8.084
13.214 8.713 7.758 1.690
6.560 5.686 5.596 6.653
10.840 38.049 32.009 2.050
4.792 9.107 8.830 2.261
2.373 34.315 32.584 3.062
6.560 5.426 5.150 3.343
4.494 6.503 5.935 4.133
3.427 14.976 5.263 10.089
2.994 13.579 8.248 5.011
6.560 49.750 6.661 11.074
9.259 12.589 7.536 3.085
1.722 8.265 5.182 20.496
6.560 5.595 5.020 3.406
3.997 5.542 5.318 5.218
7.248 46.165 15.805 12.519
8.118 9.174 7.030 8.603
4.792 6.736 5.475 4.369
5.999 6.481 6.460 0.632
10.840 10.646 5.211 5.283
10.840 6.644 5.110 2.478
3.788 5.630 5.164 7.714
7.248 6.876 6.129 3.895
2.460 6.373 5.086 4.741
1.827 6.843 5.445 9.921
4.231 9.801 9.284 5.191
3.997 5.509 5.130 0.745
5.999 77.356 68.661 45.122
5.134 7.651 7.084 7.039
13.214 6.661 5.969 2.391
2.758 6.227 5.684 4.749
6.560 58.644 53.013 37.944
3.127 14.044 5.043 11.922
2.006 6.312 5.989 6.320
5.134 14.740 11.258 6.582
4.231 7.407 5.946 2.988
4.494 5.846 5.498 2.660
13.214 7.981 7.916 4.389
1.116 5.113 5.036 10.005
1.722 12.160 9.797 22.059
4.792 6.578 5.640 5.860
1.672 7.309 6.185 8.538
4.231 5.127 5.020 3.610
3.997 5.638 5.520 4.425
9.259 6.537 6.246 6.317
2.994 8.635 5.204 7.491
5.999 9.088 7.885 6.251
4.494 65.444 64.812 67.749
3.270 8.376 7.804 22.037
9.259 7.884 6.107 9.246
1.238 9.652 8.913 7.263
2.652 18.175 11.464 19.245
3.788 34.041 25.000 39.767
8.118 7.470 5.514 2.176
4.792 30.707 15.813 11.885
6.560 5.244 5.223 6.263
3.270 5.188 5.124 3.623
13.214 5.199 5.034 7.634
4.792 8.453 5.670 5.349
2.214 5.814 5.523 6.800
9.259 12.458 7.782 10.675
2.652 9.037 7.760 19.717
2.994 33.886 32.935 19.866
5.531 6.980 6.886 2.905
5.999 5.561 5.550 0.987
6.560 5.452 5.067 2.637
1.116 6.268 5.506 26.986
1.722 5.353 5.307 7.525
2.872 9.104 8.675 5.129
7.248 45.884 35.192 54.542
5.531 49.435 15.455 12.505
3.599 22.313 19.356 24.723
3.997 7.964 7.843 2.684
2.994 8.033 6.827 15.273
10.840 8.075 7.284 1.533
4.792 19.910 10.399 7.889
5.134 9.468 6.937 3.220
3.788 47.519 30.284 15.341
4.494 9.988 9.594 4.250
2.872 17.386 15.724 3.045
5.134 8.635 6.232 2.246
2.872 7.891 5.653 2.626
1.944 13.530 12.354 21.835
4.792 7.732 7.455 3.239
3.997 5.388 5.348 12.666
0.656 18.807 18.022 66.147
3.599 9.567 7.107 5.343
5.531 46.462 17.439 1.093
6.560 42.003 22.384 12.569
4.792 18.504 8.925 10.856
5.531 5.399 5.385 3.058
5.531 53.742 44.311 8.605
4.792 5.086 5.040 6.208
10.840 13.812 6.956 1.722
17.296 19.652 13.168 2.072
3.788 9.536 6.896 9.522
5.134 6.775 5.407 3.274
10.840 38.363 34.748 4.117
1.206 14.672 9.079 8.034
10.840 7.113 5.680 8.628
3.788 10.797 6.661 7.469
3.788 7.466 5.117 3.727
1.944 9.210 5.756 17.668
4.792 7.327 5.990 2.598
13.214 8.018 7.490 11.627
3.270 5.137 5.019 10.768
1.535 7.880 7.105 25.342
3.788 10.361 5.260 4.467
5.999 28.209 26.485 16.011
13.214 5.995 5.242 0.624
13.214 71.831 64.637 5.811
5.999 24.948 17.809 27.743
6.560 7.681 6.421 6.677
10.840 5.652 5.403 2.766
1.493 28.529 20.025 23.010
1.884 11.267 7.926 34.830
9.259 13.327 5.638 6.234
4.231 5.276 5.222 6.749
3.127 5.590 5.230 3.467
2.652 15.260 9.924 5.433
1.035 5.603 5.058 21.253
5.999 6.736 5.736 6.524
2.994 5.755 5.033 2.615
13.214 48.676 35.100 13.954
0.372 5.284 5.017 13.121
4.231 24.830 12.089 28.813
3.997 11.604 6.972 13.803
3.997 5.033 5.027 2.770
1.535 11.715 8.498 16.170
3.599 10.720 9.002 7.633
2.460 12.295 11.426 7.208
5.999 20.294 14.283 2.646
2.872 5.687 5.131 10.647
1.535 14.959 8.598 9.541
5.134 39.306 24.872 22.190
6.560 21.403 6.964 1.079
3.127 5.694 5.593 5.937
5.999 6.319 5.538 4.788
3.427 5.866 5.193 7.356
1.884 15.897 9.249 17.536
4.792 5.812 5.022 3.022
5.531 10.167 7.237 5.530
2.994 5.306 5.080 4.945
3.427 14.191 6.346 8.591
7.248 7.453 6.970 5.755
1.625 14.530 6.098 19.557
4.792 7.340 5.647 7.494
10.840 19.539 11.579 15.672
5.999 9.373 8.475 3.862
6.560 9.569 7.435 6.117
2.373 14.834 5.924 15.182
8.118 6.292 5.883 1.669
3.599 66.422 64.995 35.264
17.296 12.622 7.468 2.744
2.072 8.220 6.998 10.897
3.599 17.036 11.457 1.679
3.599 13.044 11.386 9.829
6.560 9.989 8.827 10.277
3.997 15.367 9.539 4.107
3.788 5.831 5.603 7.713
6.560 13.755 5.732 4.641
5.531 26.241 9.099 1.695
6.560 6.276 6.083 1.598
3.270 32.239 29.898 43.040
4.792 7.695 6.621 0.596
10.840 14.385 9.529 3.932
4.494 8.437 6.165 7.874
3.788 6.347 5.606 5.861
3.997 7.304 5.163 8.461
3.599 6.262 6.004 5.218
3.127 5.059 5.007 3.565
2.291 11.850 6.064 25.410
6.560 6.857 5.108 1.583
7.248 27.698 17.368 20.858
8.118 40.077 32.868 25.936
2.141 9.181 8.638 17.110
9.259 33.522 20.476 4.528
13.214 7.292 6.264 4.714
10.840 5.060 5.017 5.091
2.872 5.733 5.669 5.723
1.145 10.050 7.608 29.059
5.999 17.730 11.677 10.209
4.494 5.718 5.320 3.061
3.127 9.948 8.291 14.382
1.884 6.668 5.509 8.155
2.652 5.450 5.196 2.068
5.531 10.417 10.135 8.123
13.214 14.925 6.964 5.419
17.296 12.718 11.186 10.134
2.553 9.118 7.839 9.372
3.788 12.615 8.222 5.151
4.792 5.627 5.450 3.918
10.840 7.748 6.446 6.124
5.134 7.629 6.623 1.811
0.784 6.495 5.614 50.190
5.134 32.471 22.781 21.902
2.291 6.761 6.128 7.932
1.579 9.040 6.779 14.634
8.118 5.337 5.169 0.682
5.999 22.274 9.303 4.689
5.134 8.841 5.628 12.729
8.118 9.486 6.379 0.739
2.072 5.627 5.536 6.218
6.560 5.337 5.031 6.322
5.999 10.352 7.466 0.954
3.997 24.127 18.774 10.974
2.214 13.702 6.428 12.190
5.999 5.554 5.539 3.385
5.134 13.345 12.827 11.459
4.494 5.468 5.217 3.600
2.141 24.263 7.229 40.581
4.494 5.812 5.692 11.212
4.792 10.810 10.065 23.356
3.270 9.426 8.526 11.386
2.994 6.205 5.486 17.886
3.997 9.051 5.213 9.816
9.259 14.234 5.795 11.160
2.872 18.123 14.548 38.038
5.134 19.856 11.309 4.186
8.118 5.071 5.028 0.825
4.494 10.061 9.793 10.500
8.118 41.051 37.070 27.158
5.999 8.788 7.995 7.616
2.994 7.258 6.172 2.011
2.652 78.633 31.505 29.240
2.994 8.100 5.639 9.194
9.259 16.929 9.307 1.351
2.994 10.668 5.921 7.839
3.997 5.417 5.088 0.852
8.118 5.890 5.327 8.492
2.373 5.638 5.229 9.594
3.997 6.164 5.780 2.390
3.599 5.923 5.499 3.249
5.531 7.710 6.820 3.180
1.884 20.873 13.329 0.827
5.134 5.317 5.045 3.215
3.127 6.803 5.234 7.813
2.291 15.595 12.494 11.141
2.652 25.271 10.134 12.178
5.999 24.697 8.902 8.241
7.248 6.597 6.248 8.494
2.373 10.101 6.755 15.526
2.214 10.629 6.051 11.462
1.625 8.160 6.309 17.916
6.560 10.285 8.773 1.373
2.553 7.410 5.191 19.466
3.427 9.955 7.069 3.421
10.840 5.667 5.083 5.741
1.884 5.689 5.158 12.312
1.722 17.306 15.679 4.178
13.214 5.511 5.086 5.067
5.531 10.163 8.961 7.087
10.840 6.445 5.875 3.432
3.997 15.227 8.455 6.748
7.248 8.520 5.797 1.753
17.296 18.450 6.048 6.882
0.912 9.268 5.027 7.747
3.788 5.899 5.745 12.962
5.134 20.256 13.133 13.414
5.999 5.931 5.363 4.565
2.872 28.633 26.596 10.799
3.997 9.258 7.456 6.703
8.118 5.710 5.416 7.485
13.214 7.706 6.976 5.738
9.259 6.110 5.980 2.788
8.118 33.409 26.895 23.163
8.118 7.776 5.845 11.431
13.214 21.173 12.404 4.615
5.999 14.636 12.251 3.922
4.494 11.481 5.748 10.441
1.722 23.691 14.148 4.413
6.560 9.929 7.268 6.981
5.531 17.416 9.165 8.635
2.373 11.886 6.462 4.624
3.788 7.205 6.241 4.372
1.493 11.111 7.725 24.847
1.722 5.396 5.045 14.813
1.944 5.259 5.065 13.444
8.118 6.233 5.629 0.625
6.560 9.157 5.369 2.950
2.872 34.455 14.002 19.561
1.827 18.743 10.856 12.582
5.999 14.908 7.798 5.962
9.259 8.676 6.779 4.191
5.531 12.160 12.041 14.276
3.788 10.314 5.911 8.187
3.788 17.521 16.555 12.704
17.296 5.400 5.081 3.682
1.625 7.677 7.617 10.317
3.997 5.825 5.218 3.719
3.427 5.526 5.448 4.852
5.134 5.304 5.037 11.890
2.553 10.105 8.595 7.460
1.672 19.876 7.216 15.329
6.560 6.604 6.485 5.406
8.118 8.569 6.681 1.937
3.997 5.019 5.016 6.161
4.792 66.020 65.347 83.462
3.788 12.510 11.735 21.071
13.214 6.277 5.367 2.912
9.259 45.163 43.883 15.266
8.118 5.005 5.004 2.429
4.792 14.662 11.513 7.883
3.599 10.982 6.811 11.207
1.376 7.101 7.016 8.513
5.999 10.137 5.400 3.773
3.599 6.642 5.950 5.703
7.248 12.750 6.116 5.527
5.999 15.478 10.813 11.115
5.134 5.925 5.298 7.735
2.652 5.690 5.320 6.050
4.494 6.441 6.234 5.187
5.999 7.806 5.085 7.083
5.531 13.268 9.314 8.213
2.214 9.793 9.503 31.842
1.340 10.850 5.310 16.986
6.560 5.350 5.323 5.067
0.746 6.568 5.589 25.005
7.248 6.070 5.458 3.580
0.516 6.017 5.282 32.159
5.531 5.975 5.529 7.467
5.531 5.420 5.332 7.056
1.672 7.950 5.451 15.478
7.248 5.304 5.203 3.366
6.560 10.400 5.448 12.439
9.259 6.158 5.154 7.009
1.722 6.585 6.214 17.809
5.999 23.106 17.918 32.877
17.296 12.211 10.247 9.418
2.373 7.791 5.309 7.189
4.231 6.403 5.978 5.227
13.214 35.031 22.211 5.978
3.997 5.556 5.445 10.423
1.175 23.328 6.972 5.661
4.494 33.811 12.615 8.742
2.553 7.563 6.449 15.787
3.127 9.205 7.419 7.456
7.248 13.502 7.099 10.223
4.792 10.491 8.003 1.833
2.460 20.757 6.728 21.174
3.599 6.979 5.283 5.694
6.560 5.062 5.059 0.705
4.494 10.138 8.406 13.265
0.765 11.543 10.567 30.879
3.788 5.194 5.102 0.492
2.214 17.414 5.259 13.298
5.134 5.655 5.033 4.401
7.248 8.091 7.701 11.293
2.373 14.190 10.021 17.586
2.652 5.049 5.005 5.302
2.291 5.444 5.158 5.892
6.560 7.172 5.359 9.001
13.214 6.443 5.155 1.392
0.460 5.015 5.015 33.798
2.553 12.723 7.381 2.571
2.006 9.992 7.363 22.559
6.560 14.793 7.228 13.623
7.248 6.250 5.346 1.052
3.427 8.616 7.797 16.365
1.884 5.308 5.113 3.958
8.118 6.444 6.222 9.139
6.560 14.663 11.007 20.675
1.271 7.823 5.488 17.518
1.672 11.859 10.289 23.481
1.722 8.641 7.850 27.082
13.214 9.133 5.631 3.144
10.840 5.716 5.155 6.396
6.560 13.294 8.830 12.938
7.248 8.629 8.380 11.320
1.773 5.752 5.465 11.774
2.758 7.127 5.181 8.660
4.494 5.718 5.232 3.967
3.427 7.006 6.836 1.926
1.773 10.483 6.615 14.718
5.999 11.627 9.417 13.726
3.270 7.120 5.204 12.437
2.141 48.477 9.501 39.360
3.127 6.236 5.310 12.033
9.259 17.088 16.801 12.947
4.792 22.207 19.547 18.132
1.773 5.413 5.331 13.603
5.134 5.429 5.290 8.528
2.006 5.321 5.079 5.377
13.214 14.415 10.463 8.600
4.231 9.805 9.345 5.984
10.840 7.496 5.636 1.312
13.214 6.440 5.153 4.763
1.238 7.294 6.522 13.865
3.788 12.740 6.811 10.199
1.722 9.884 6.714 6.990
4.494 11.927 11.659 14.020
1.009 17.814 10.268 37.706
3.270 8.343 7.126 12.703
2.994 6.630 6.365 13.490
4.792 25.991 19.326 14.365
1.827 19.370 17.570 24.462
1.206 11.497 10.976 23.809
5.134 6.273 5.534 8.970
4.792 5.591 5.008 2.461
2.652 6.274 5.993 16.992
2.994 9.983 8.260 0.756
5.999 8.147 7.979 3.137
2.652 23.632 8.093 10.463
2.214 6.096 5.178 13.473
1.884 8.222 5.921 9.294
17.296 8.031 5.706 1.371
4.494 7.612 6.492 6.635
10.840 24.441 14.304 9.183
3.997 6.517 5.120 6.140
3.788 5.219 5.129 2.082
4.792 10.750 5.202 10.312
4.231 13.634 12.261 15.509
17.296 5.803 5.510 2.618
2.141 6.252 5.136 12.299
2.553 11.430 9.053 14.896
1.944 5.483 5.418 15.269
3.427 6.922 5.237 9.219
1.672 5.672 5.064 9.324
3.788 5.113 5.077 8.354
5.999 8.952 7.180 3.910
13.214 7.278 6.737 2.755
3.427 5.232 5.095 5.694
3.599 6.454 5.520 2.523
10.840 7.461 6.722 3.071
7.248 7.614 7.124 3.827
17.296 5.406 5.050 1.325
1.088 7.502 6.125 6.488
4.231 7.970 5.801 5.373
9.259 6.591 6.120 3.449
9.259 64.152 57.401 25.486
9.259 6.658 6.174 3.222
8.118 7.097 5.755 3.599
4.494 23.892 22.088 8.311
17.296 13.074 8.212 6.169
9.259 8.156 6.335 6.045
5.134 11.341 6.271 6.240
3.997 7.999 6.917 17.468
9.259 9.932 7.805 5.147
9.259 8.052 6.449 0.086
8.118 7.729 5.956 3.419
1.453 5.296 5.100 10.622
13.214 9.597 5.850 2.358
2.291 8.609 5.913 14.667
2.994 11.738 9.455 20.325
5.134 6.051 5.109 5.410
2.373 6.543 5.897 12.685
2.214 6.937 6.803 12.542
4.792 13.630 8.915 3.727
0.575 11.542 10.618 46.382
10.840 6.080 5.747 2.345
5.531 5.632 5.470 5.993
2.553 6.686 5.966 11.953
2.758 5.135 5.118 1.450
8.118 6.889 5.172 6.106
1.453 5.927 5.383 13.780
1.535 5.316 5.006 6.643
2.460 10.465 8.796 18.373
17.296 19.645 9.028 4.195
3.270 5.890 5.833 1.703
3.599 6.246 5.753 8.593
5.134 5.288 5.230 7.230
1.773 12.020 10.571 1.502
6.560 5.663 5.201 8.968
2.214 9.732 7.882 12.291
1.493 10.549 10.337 16.568
2.291 21.941 19.681 29.786
5.531 11.778 11.338 18.148
2.652 35.784 8.916 17.829
5.531 7.104 5.680 4.495
2.006 7.664 7.266 4.426
10.840 9.847 8.330 3.563
5.531 21.738 11.192 9.923
7.248 6.049 5.185 6.029
4.231 15.864 9.749 6.431
3.427 5.600 5.018 10.595
8.118 9.249 5.210 4.133
1.884 7.912 5.438 4.540
4.792 71.629 23.009 16.684
9.259 13.175 8.248 9.521
10.840 14.481 9.781 11.251
3.599 14.112 9.717 11.929
3.997 9.008 5.261 2.649
2.373 52.001 25.891 20.386
3.270 5.511 5.333 3.548
4.494 24.479 11.159 27.724
4.231 9.611 9.414 7.146
3.127 7.852 7.487 8.985
4.494 5.855 5.111 4.295
13.214 9.204 8.412 2.725
1.773 10.319 7.438 13.683
9.259 46.443 13.555 12.430
3.997 35.768 10.789 18.097
4.792 13.825 5.532 9.049
1.944 17.232 12.135 17.462
1.579 7.398 6.018 10.967
1.827 8.377 7.624 2.422
9.259 12.966 6.712 8.690
1.340 5.073 5.059 4.803
2.652 14.164 8.578 16.296
17.296 5.484 5.074 2.148
8.118 17.589 5.513 3.056
1.625 11.584 8.096 8.352
4.792 5.827 5.729 2.878
0.935 17.526 16.077 37.076
4.792 5.311 5.039 8.153
1.206 6.488 5.208 3.476
1.535 6.137 5.686 9.872
5.134 26.948 25.190 4.830
1.944 35.336 34.600 37.321
5.134 37.459 7.234 14.105
5.531 7.161 5.820 13.832
6.560 6.766 6.581 3.367
8.118 13.038 8.815 16.439
4.494 7.705 5.108 4.905
9.259 5.411 5.163 5.999
1.305 27.405 19.508 50.588
10.840 25.473 23.443 11.952
9.259 5.981 5.869 1.587
8.118 5.170 5.014 2.689
2.994 9.657 7.987 13.768
13.214 6.850 6.571 4.957
13.214 8.476 6.699 6.021
3.788 14.985 10.760 20.566
5.134 5.651 5.194 8.981
2.006 5.968 5.518 4.794
2.994 14.301 6.245 14.728
5.531 6.083 5.901 1.367
